,가격,가동,가름,가속,가치,각국,각자,감과,감회,강화,개개인,개국,개발,개방,개선,개성,개척,개편,건립,건설,건설사,게임,결정,경계,경영,경쟁,경쟁력,경제,경험,계속,계승,계획,고객,고급,고도,고무,고민,고인,고취,공감,공동,공모전,공법,공유경제,공장,공존,공헌,과제,관계사,관계자,관련,관리,관점,교훈,구분,구조,구축,구현,국내,국의,군살,궁극,권역,규모,그룹사,극대,극복,근무,근본,근원,글로벌,금융,급변,기대,기대감,기반,기술,기술력,기아,기아자동차,기업,기여,기점,기조,기존,기차,기회,낙관,낭비,내부,내실,네트워크,노력,능동,니즈,다양성,단계,달성,대내외,대외,대응,대응력,대중,대한민국,도모,도약,도움,도전,독립,독자,동력,동반,동시,동원,동화,디지털,라이프,라인업,로보,로봇,리더,리더십,리스크,마련,마인드,만반,말씀,매력,명복,명실상부,모델,모빌리티,모태,목표,무역,문화,미국,미래,밀레니얼,바이러스,바탕,반열,반영,발굴,발달,발생,발전,방식,방향성,배분,백신,법인,변화,보유,보호,복귀,본사,본원,부가가치,부문,부분,부정,부진,부품,부합,분야,분이,불굴,불안,불편,불필요,불확실성,브랜드,비난,비전,사고,사람,사망,사명,사명감,사업,사업자,사옥,사회,사회적,산업,살균,상반기,상상,상생,상승,상용,상품,상황,생각,생산,생존,생존력,생태계,서비스,서서,선도,선점,선진,선택,설계,설립,성공,성과,성과물,성장,세계,세대,세상,소식,소재,소전,소통,소프트웨어,손익,솔루션,솔선수범,수단,수석,수소,수용,수익,수준,수평,수행,숙원,스마트,스마트폰,스타일,스타트,슬기,시간,시너지,시대,시도,시범,시스템,시작,시장,시티,신기술,신뢰,신사,신속,신흥,실천,실패,실행,실행력,실현,심화,아세안,아시아,아이디어,안전,안전사고,앞장,애도,애통,양보,어려움,업무,업종,업체,엔지니어링,여건,역량,역할,연간,연구개발,연료전지,열정,영역,영향력,예방,예상,예정,오픈,완벽,완성,외부,요구,요소,우려,우선,우수,운영,울산,원가,원격,원년,원동력,위기,유기,유럽,유례,유지,융합,의미,의사,의식,의지,이노베이션,이동,이사회,이상,이용,이웃,이질,이해,이행,이후,인간,인공지능,인내,인도,인류,인재,인정,인프라,일관제철소,일부,일상,일원,일자리,일치단결,입지,자동차,자리매김,자부심,자산,자세,자원,자유,자율,작업,장경영,장기,재원,저력,적극,전기,전략,전망,전문가,전반,전용,전진,전현직,전환,절감,점검,점프,정상화,정신,정착,제거,제공,제네시스,제어,제조,제조업,제품,제휴,조기,조성,조원,조직,존중,주도,주력,주의,주주,주축,주행,준비,중경,중국,중립,중심,즐거움,증대,지금,지속,지속성,지역,지원,지향,직면,진심,진출,진행,진화,집중,차량,차종,차질,참여,창업,창의,창조,창출,채널,책임,책임감,철강,철학,첨단,첫걸음,체계,체인,체제,체질,초석,총력,최고,최선,최적화,최종,최초,추격자,추구,추진,출발,출발점,출범,출시,출장,충전,취임,취향,친환경,컨트롤,코로나,타워,타입,타협,탄소,탈피,태도,택시,테크,통합,투명,투자,투자자,특정,파워,파이낸셜신문,판도,판매,판매망,패러다임,패러다임의,퍼스트,편리,평화,포트폴리오,포함,품질,플랫폼,필수,필요,하이브리드,합리,합심,합작,해석,해외,핵심,햇수,행보,향상,혁명,혁신,현대,현대건설,현실,현지,협력,협업,형성,혼재,확대,확립,확보,확산,확신,확장,환경,활동,활용,회복세,회사,회피,효율,희망
기대,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,1,2,1,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,1,1,0,1,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
기대감,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,0,2,1,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,1,1,0,1,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
기반,2,0,2,10,17,1,4,2,2,28,1,0,14,1,1,1,1,2,1,3,2,6,3,2,29,3,17,9,3,2,2,7,26,2,5,2,6,4,2,1,1,2,0,2,2,2,1,6,1,1,1,1,2,2,2,2,7,4,4,2,2,1,4,3,1,5,6,2,1,2,31,2,1,2,2,0,19,2,0,1,13,0,1,1,4,14,7,2,1,3,5,1,7,1,2,2,1,1,1,1,5,4,2,2,2,7,2,9,2,4,10,1,4,2,6,2,2,2,2,1,4,5,1,2,1,2,7,2,4,2,9,11,2,2,3,11,9,33,1,2,6,2,3,4,1,6,8,10,2,1,4,2,15,1,3,2,1,2,0,6,2,2,1,3,2,11,2,2,2,2,1,2,8,2,1,5,1,2,2,1,44,2,0,7,2,21,2,1,3,2,2,1,3,7,4,1,2,2,1,7,1,9,2,2,2,2,3,4,2,2,36,12,1,3,2,5,7,10,2,1,1,3,4,2,8,1,4,6,3,1,2,6,2,2,1,1,7,1,7,2,2,6,5,33,1,2,7,1,5,2,4,6,8,2,4,2,3,1,11,25,2,1,2,2,2,1,14,2,8,2,0,18,3,3,1,3,2,5,2,2,2,1,2,6,4,7,1,3,6,4,3,4,2,1,2,6,1,4,1,5,2,0,10,4,3,2,4,2,8,2,1,1,2,2,2,0,3,1,2,2,2,8,1,3,1,2,1,8,1,3,2,4,13,2,4,1,3,1,4,9,3,2,3,2,4,14,1,4,4,2,1,5,1,1,12,2,4,2,4,2,3,5,5,2,2,2,2,1,4,4,6,4,7,4,9,2,3,7,1,9,6,0,10,2,2,1,2,4,18,2,1,1,2,2,7,4,2,1,4,4,2,1,4,1,1,2,4,2,7,3,3,4,3,2,4,5,4,1,0,2,6,13,1,1,1,2,3,12,1,1,2,8,2,2,2,2,6,1,8,1,2,2,2,2,2,2,2,2,2,11,1,2,2,1,2,9,0,2,2,4,2,4,5,1,17,3,2,1,2,4,1,1,2,2,5,2,2,1,2,28,1,2,3,2,13,3,2,2,25,2,7,5,3,1,20,6,4,2,7,2,5,2
기술,1,1,1,25,40,2,8,1,1,64,7,1,47,7,7,7,2,4,2,7,4,12,6,4,67,7,48,13,3,1,4,37,62,5,10,1,3,2,1,7,7,1,1,4,3,1,3,9,7,7,7,2,4,4,4,4,19,5,8,4,4,7,13,8,7,12,14,1,7,4,51,4,2,1,1,19,0,1,1,2,33,1,2,3,5,32,13,1,7,11,11,7,23,2,1,4,7,3,7,2,12,8,4,4,4,15,1,33,4,8,8,2,8,1,22,4,1,4,4,7,8,25,2,1,7,1,22,1,2,4,23,18,4,5,7,24,28,87,7,1,19,4,8,5,7,3,22,20,4,7,2,14,39,7,7,1,7,4,1,11,1,1,2,11,1,27,1,4,1,1,7,5,10,4,7,9,7,1,1,8,128,4,1,10,4,47,1,2,11,4,1,7,7,8,5,4,1,4,7,20,2,18,1,4,4,4,21,8,1,4,65,34,7,8,1,11,19,27,1,2,7,11,2,4,15,7,13,15,8,2,4,22,1,1,7,7,13,7,13,4,4,17,12,78,7,1,17,2,10,4,8,12,26,4,2,10,6,7,15,25,1,2,1,1,4,2,25,4,10,4,1,47,8,12,3,8,1,12,4,1,1,7,4,6,14,25,3,11,3,2,6,18,1,7,1,17,7,2,3,15,4,1,20,5,6,1,8,4,17,4,8,7,1,4,14,1,11,7,4,1,4,4,7,6,7,4,2,10,7,6,1,2,37,4,14,7,3,7,2,26,8,4,6,4,8,41,2,8,2,4,7,17,7,7,15,4,8,1,8,4,11,15,17,4,1,4,4,7,8,8,3,18,29,5,28,4,7,16,7,26,3,1,20,1,14,7,4,5,36,4,7,7,4,4,13,8,1,7,8,15,5,3,2,7,7,1,13,4,20,6,7,8,7,1,9,15,14,7,1,1,15,40,7,7,7,4,8,61,7,7,4,14,4,1,4,1,7,3,4,3,4,1,1,4,4,4,4,5,5,27,7,1,4,7,4,25,1,1,4,5,1,2,12,8,24,8,4,7,4,2,7,7,4,4,21,4,4,3,4,94,3,4,11,4,28,6,4,1,61,10,26,8,8,7,39,25,8,1,18,4,15,1
기술력,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,1,2,1,0,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,1,1,0,1,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
기아,0,1,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0,1,0,0,1,1,0,0,2,0,0,0
기아자동차,0,0,0,1,0,1,0,0,0,5,0,0,2,0,0,0,1,0,1,1,0,0,1,0,3,1,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,1,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,0,5,1,0,1,0,0,2,1,0,0,2,0,0,0
기업,3,1,3,11,26,0,4,3,3,32,3,1,23,3,3,3,0,2,0,3,2,6,2,2,33,3,22,11,3,3,2,19,44,3,4,3,9,6,3,3,3,3,1,2,5,3,1,7,3,3,3,0,2,2,2,2,9,5,4,2,2,3,5,6,3,8,8,3,3,2,35,2,0,3,3,13,33,3,1,0,0,1,0,1,5,20,11,3,3,5,5,3,13,0,3,2,3,1,3,0,4,4,2,2,2,7,3,15,2,4,14,0,4,3,10,2,3,2,2,3,4,11,0,3,3,3,12,3,6,2,11,16,2,3,3,14,12,47,3,3,11,2,6,5,3,9,10,10,2,3,6,6,21,3,3,3,3,2,1,9,3,3,0,5,3,17,3,2,3,3,3,3,10,2,3,9,3,3,3,4,62,2,1,10,2,25,3,0,5,2,3,3,3,8,5,2,3,2,3,10,0,8,3,2,2,2,9,4,3,2,49,18,3,6,3,5,9,15,3,0,3,5,6,2,11,3,5,9,6,0,2,10,3,3,3,3,11,3,11,2,2,7,8,40,3,3,11,0,4,2,4,6,12,2,6,4,2,3,17,37,3,0,3,3,2,0,15,2,10,2,1,29,4,6,1,6,3,8,2,3,3,3,2,8,6,11,1,5,9,6,2,8,3,3,3,7,3,6,1,7,2,1,10,5,2,3,4,2,15,2,4,3,3,2,6,1,5,3,2,3,2,12,3,2,3,2,0,10,3,2,3,6,15,2,6,3,3,3,6,14,6,2,2,2,4,19,0,4,6,2,3,9,3,3,15,2,4,3,4,2,5,7,9,2,3,2,2,3,4,4,9,8,13,5,12,2,3,10,3,14,9,1,8,3,6,3,2,5,26,2,3,3,2,2,11,4,3,3,4,9,1,1,6,3,3,3,5,2,8,2,3,4,3,3,3,7,6,3,1,3,9,20,3,3,3,2,6,27,3,3,2,8,2,3,2,3,7,1,12,1,2,3,3,2,2,2,2,1,3,17,3,3,2,3,2,9,1,3,2,5,3,6,8,4,20,6,2,3,2,6,3,3,2,2,9,2,2,1,2,44,1,2,5,2,20,2,2,3,35,4,14,6,6,3,27,13,4,3,10,2,7,3
기여,0,1,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0,1,0,0,1,1,0,0,2,0,0,0
기점,0,0,0,1,0,1,0,0,0,5,0,0,2,0,0,0,1,0,1,1,0,0,1,0,3,1,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,1,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,0,5,1,0,1,0,0,2,1,0,0,2,0,0,0
기조,0,1,0,1,0,1,0,0,0,11,0,1,4,0,0,0,1,0,1,2,0,0,1,0,5,2,7,2,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,3,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,3,0,4,0,1,0,0,0,0,2,1,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,2,0,1,0,0,2,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,3,1,2,0,2,0,3,0,2,0,1,0,2,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,0,0,2,1,0,0,8,2,0,2,0,0,3,2,0,0,4,0,0,0
기존,1,0,1,4,7,0,2,1,1,11,0,0,4,0,0,0,0,1,0,1,1,3,1,1,12,1,6,4,1,1,1,1,9,1,2,1,3,2,1,0,0,1,0,1,1,1,0,3,0,0,0,0,1,1,1,1,3,2,2,1,1,0,1,1,0,2,2,1,0,1,15,1,0,1,1,4,5,1,0,0,5,0,0,0,0,6,3,1,0,1,2,0,2,0,1,1,0,0,0,0,1,2,1,1,1,3,1,3,1,2,5,0,2,1,2,1,1,1,1,0,2,1,0,1,0,1,2,1,2,1,4,5,1,1,1,5,3,11,0,1,2,1,1,2,0,3,3,5,1,0,2,0,6,0,1,1,0,1,0,2,1,1,0,1,1,4,1,1,1,1,0,1,4,1,0,2,0,1,1,0,17,1,0,3,1,8,1,0,1,1,1,0,1,3,2,0,1,1,0,3,0,4,1,1,1,1,0,2,1,1,15,4,0,1,1,2,3,4,1,0,0,1,2,1,3,0,1,2,1,0,1,2,1,1,0,0,3,0,3,1,1,2,2,12,0,1,3,0,2,1,2,3,3,1,2,0,1,0,5,12,1,0,1,1,1,0,7,1,4,1,0,7,1,1,0,1,1,2,1,1,1,0,1,3,1,2,0,1,3,2,1,1,1,0,1,2,0,2,0,2,1,0,5,2,1,1,2,1,3,1,0,0,1,1,0,0,1,0,1,1,1,4,0,1,0,1,0,4,0,1,1,2,4,1,1,0,1,0,2,3,1,1,1,1,2,4,0,2,2,1,0,1,0,0,6,1,2,1,2,1,1,2,1,1,1,1,1,0,2,2,3,1,2,2,3,1,1,3,0,3,3,0,4,1,0,0,1,2,7,1,0,0,1,1,3,2,1,0,2,1,0,0,2,0,0,1,1,1,2,1,1,2,1,1,1,2,1,0,0,1,2,4,0,0,0,1,1,2,0,0,1,3,1,1,1,1,2,0,4,0,1,1,1,1,1,1,1,0,1,4,0,1,1,0,1,2,0,1,1,2,1,2,2,0,7,1,1,0,1,2,0,0,1,1,1,1,1,0,1,9,0,1,1,1,5,1,1,1,8,0,2,2,1,0,8,1,2,1,2,1,2,1
